You've slammed on your brakes to deter a tailgater Know at least three Tony's one Vinnie and a Frankie Paranoia sets in if you can't see a Dunkin Donuts ATM or CVS within eyeshot at all times,fear
year round You still try to order curly fries from Burger King You order iced coffee in January You know what candlepin bowling is You drive 45 minutes to New Hampshire to save $5 in sales tax You've pulled out of a side street and used your car to block oncoming traffic so you can make a left,joy
You've bragged about the money you've saved at The Christmas Tree Shop You know what a regular coffee is You actually get these jokes and pass them on to other friends from Massachusetts,anger
Well the new dog; Louis went running out onto the patio and barking up a storm as I stuck my head out there sat this stupid young dude trying to break into my neighbor's (across the street) car,surprise
So I called the cops and followed him till he went into the dark then I left it to the cops,sadness
911 operator asked Is it a white guy or a latin guy,joy
so I gave her the real description; a young black male with short dreads and dark clothes and shoes,sadness
One cop came he talked to me for two seconds and then drove down the street a second,fear
This time unfortunately he'd broken INTO the car already and was fishing things out,anger
I pick up my phone ON THE BALCONY and call the cops wihle I'm walking behind this joker,joy
They sent SIX cop cars two in each,fear
So 12 cops to investigate ONE car break in,surprise
So basically I've met three new neighbors and we have like a community watch going on now,fear
But now I feel much happier and safer and the neighbors all love me Did I mention it was after 2am every time the break-in occurred?,joy
They still love me even though I woke them up at the butt-crack of dawn,joy
It's a beautiful thing,joy
=o) Although I feel like I've been on a really bad episode of 'Law amp; Order' now,anger
Afraid confused without a road map,fear
Of course when faced with the unknown many of us would turn around and run back,fear
Something just beyond the pain of going on alone and just beyond the bravery and courage it takes to let someone in or let them fade away,sadness
Or to give someone a second chance,surprise
I don't even know for sure that it will happen but with the way things have been going I expect it to happen,surprise
There's nothing else I can say or do to change the situation,fear
Woot I finally got an ipod with video (30g)!,joy
Its kinda bad because I was feeling really sad/unhappy the day I baught it,sadness
But I've been wanting it for like a year now just never had the money and never wanted to charge it,anger
but oh I was a bad girl and put it on my best buy card,anger
I got a black one and oooh its so sexy!,sadness
I got a leather case for it but need to get some clear protective sheets for it too,sadness
Maybe a full case too because the lil black pocket thing it came with is a little too snug I have to force the lil bitch into it all the time,sadness
I lost 3 pounds this week,sadness
we had our first snowfall just the other day the trees have gone to sleep and finally the walnuts have stopped falling on my garage roof and scaring me when I take my still lame dog out to take a shit before bed,disgust
three very dear friends of mine have lost very important people in their lives and I have had to be the strong one they can lean on,sadness
I am usually the one reduced to laying on the big green couch in the fetal position eating leftover pizza and crying about nothing and everything all at once,sadness
turns out it has just made me question pretty much everything that I thought I knew,joy
talk about a life change,fear
we've been together since my sophomore year of college and had lived together for over a year (in sin mind you) but I wasn't prepared for the change that would take place in our relationship,fear
I love him dearly and will forever but I definately was not ready for that,joy
in a word lost,sadness
I feel lost,sadness
very disconnected to everyone and everything not sure where to go from here,sadness
